,icd_code,icd_code_desc,icd_code_desc_de
77439,M894,,Sonstige hypertrophische Osteoarthropathie
77440,M895,,Osteolyse
77441,M896,,Osteopathie nach Poliomyelitis
77442,M898,,Sonstige näher bezeichnete Knochenkrankheiten
77443,M8980,,Sonstige näher bezeichnete Knochenkrankheiten: Mehrere Lokalisationen
77444,M8981,,"Sonstige näher bezeichnete Knochenkrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77445,M8982,,"Sonstige näher bezeichnete Knochenkrankheiten: Oberarm [Humerus, Ellenbogengelenk]"
77446,M8983,,"Sonstige näher bezeichnete Knochenkrankheiten: Unterarm [Radius, Ulna, Handgelenk]"
77447,M8984,,"Sonstige näher bezeichnete Knochenkrankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77448,M8985,,"Sonstige näher bezeichnete Knochenkrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77449,M8986,,"Sonstige näher bezeichnete Knochenkrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77450,M8987,,"Sonstige näher bezeichnete Knochenkrankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77451,M8988,,"Sonstige näher bezeichnete Knochenkrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77452,M8989,,Sonstige näher bezeichnete Knochenkrankheiten: Nicht näher bezeichnete Lokalisation
77453,M8990,,"Knochenkrankheit, nicht näher bezeichnet: Mehrere Lokalisationen"
77454,M8991,,"Knochenkrankheit, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77455,M8992,,"Knochenkrankheit, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77456,M8993,,"Knochenkrankheit, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77457,M8994,,"Knochenkrankheit, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77458,M8995,,"Knochenkrankheit, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77459,M8996,,"Knochenkrankheit, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77460,M8997,,"Knochenkrankheit, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77461,M8998,,"Knochenkrankheit, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77462,M8999,,"Knochenkrankheit, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77463,M90,,Osteopathien bei anderenorts klassifizierten Krankheiten
77464,M900,,Knochentuberkulose
77465,M9000,,Knochentuberkulose: Mehrere Lokalisationen
77466,M9001,,"Knochentuberkulose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77467,M9002,,"Knochentuberkulose: Oberarm [Humerus, Ellenbogengelenk]"
77468,M9003,,"Knochentuberkulose: Unterarm [Radius, Ulna, Handgelenk]"
77469,M9004,,"Knochentuberkulose: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77470,M9005,,"Knochentuberkulose: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77471,M9006,,"Knochentuberkulose: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77472,M9007,,"Knochentuberkulose: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77473,M9008,,"Knochentuberkulose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77474,M9009,,Knochentuberkulose: Nicht näher bezeichnete Lokalisation
77475,M901,,Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten
77476,M9010,,Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Mehrere Lokalisationen
77477,M9011,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77478,M9012,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Oberarm [Humerus, Ellenbogengelenk]"
77479,M9013,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Unterarm [Radius, Ulna, Handgelenk]"
77480,M9014,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77481,M9015,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77482,M9016,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77483,M9017,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77484,M9018,,"Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77485,M9019,,Periostitis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Nicht näher bezeichnete Lokalisation
77486,M902,,Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten
77487,M9020,,Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Mehrere Lokalisationen
77488,M9021,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77489,M9022,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Oberarm [Humerus, Ellenbogengelenk]"
77490,M9023,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Unterarm [Radius, Ulna, Handgelenk]"
77491,M9024,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77492,M9025,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77493,M9026,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77494,M9027,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77495,M9028,,"Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77496,M9029,,Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Nicht näher bezeichnete Lokalisation
77497,M903,,Knochennekrose bei Caissonkrankheit
77498,M9030,,Knochennekrose bei Caissonkrankheit: Mehrere Lokalisationen
77499,M9031,,"Knochennekrose bei Caissonkrankheit: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77500,M9032,,"Knochennekrose bei Caissonkrankheit: Oberarm [Humerus, Ellenbogengelenk]"
77501,M9033,,"Knochennekrose bei Caissonkrankheit: Unterarm [Radius, Ulna, Handgelenk]"
77502,M9034,,"Knochennekrose bei Caissonkrankheit: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77503,M9035,,"Knochennekrose bei Caissonkrankheit: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77504,M9036,,"Knochennekrose bei Caissonkrankheit: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77505,M9037,,"Knochennekrose bei Caissonkrankheit: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77506,M9038,,"Knochennekrose bei Caissonkrankheit: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77507,M9039,,Knochennekrose bei Caissonkrankheit: Nicht näher bezeichnete Lokalisation
77508,M904,,Knochennekrose durch Hämoglobinopathie
77509,M9040,,Knochennekrose durch Hämoglobinopathie: Mehrere Lokalisationen
77510,M9041,,"Knochennekrose durch Hämoglobinopathie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77511,M9042,,"Knochennekrose durch Hämoglobinopathie: Oberarm [Humerus, Ellenbogengelenk]"
77512,M9043,,"Knochennekrose durch Hämoglobinopathie: Unterarm [Radius, Ulna, Handgelenk]"
77513,M9044,,"Knochennekrose durch Hämoglobinopathie: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77514,M9045,,"Knochennekrose durch Hämoglobinopathie: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77515,M9046,,"Knochennekrose durch Hämoglobinopathie: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77516,M9047,,"Knochennekrose durch Hämoglobinopathie: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77517,M9048,,"Knochennekrose durch Hämoglobinopathie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77518,M9049,,Knochennekrose durch Hämoglobinopathie: Nicht näher bezeichnete Lokalisation
77519,M905,,Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten
77520,M906,,Osteodystrophia deformans bei Neubildungen
77521,M907,,Knochenfraktur bei Neubildungen
77522,M9070,,Knochenfraktur bei Neubildungen: Mehrere Lokalisationen
77523,M9071,,"Knochenfraktur bei Neubildungen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77524,M9072,,"Knochenfraktur bei Neubildungen: Oberarm [Humerus, Ellenbogengelenk]"
77525,M9073,,"Knochenfraktur bei Neubildungen: Unterarm [Radius, Ulna, Handgelenk]"
77526,M9074,,"Knochenfraktur bei Neubildungen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77527,M9075,,"Knochenfraktur bei Neubildungen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77528,M9076,,"Knochenfraktur bei Neubildungen: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77529,M9077,,"Knochenfraktur bei Neubildungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77530,M9078,,"Knochenfraktur bei Neubildungen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77531,M9079,,Knochenfraktur bei Neubildungen: Nicht näher bezeichnete Lokalisation
77532,M908,,Osteopathie bei sonstigen anderenorts klassifizierten Krankheiten
77533,M91,,Juvenile Osteochondrose der Hüfte und des Beckens
77534,M911,,Juvenile Osteochondrose des Femurkopfes [Perthes-Legg-Calvé-Krankheit]
77535,M912,,Coxa plana
77536,M913,,Pseudokoxalgie
77537,M918,,Sonstige juvenile Osteochondrose der Hüfte und des Beckens
77538,M919,,"Juvenile Osteochondrose der Hüfte und des Beckens, nicht näher bezeichnet"
77539,M92,,Sonstige juvenile Osteochondrosen
77540,M920,,Juvenile Osteochondrose des Humerus
77541,M921,,Juvenile Osteochondrose des Radius und der Ulna
77542,M922,,Juvenile Osteochondrose der Hand
77543,M923,,Sonstige juvenile Osteochondrose der oberen Extremität
77544,M924,,Juvenile Osteochondrose der Patella
77545,M925,,Juvenile Osteochondrose der Tibia und der Fibula
77546,M926,,Juvenile Osteochondrose des Tarsus
77547,M927,,Juvenile Osteochondrose des Metatarsus
77548,M93,,Sonstige Osteochondropathien
77549,M930,,Epiphyseolysis capitis femoris (nichttraumatisch)
77550,M932,,Osteochondrosis dissecans
77551,M938,,Sonstige näher bezeichnete Osteochondropathien
77552,M939,,"Osteochondropathie, nicht näher bezeichnet"
77553,M94,,Sonstige Knorpelkrankheiten
77554,M942,,Chondromalazie
77555,M943,,Chondrolyse
77556,M9430,,Chondrolyse: Mehrere Lokalisationen
77557,M9431,,"Chondrolyse: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77558,M9432,,"Chondrolyse: Oberarm [Humerus, Ellenbogengelenk]"
77559,M9433,,"Chondrolyse: Unterarm [Radius, Ulna, Handgelenk]"
77560,M9434,,"Chondrolyse: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77561,M9436,,"Chondrolyse: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77562,M9437,,"Chondrolyse: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77563,M9438,,"Chondrolyse: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77564,M9439,,Chondrolyse: Nicht näher bezeichnete Lokalisation
77565,M948,,Sonstige näher bezeichnete Knorpelkrankheiten
77566,M9480,,Sonstige näher bezeichnete Knorpelkrankheiten: Mehrere Lokalisationen
77567,M9481,,"Sonstige näher bezeichnete Knorpelkrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77568,M9482,,"Sonstige näher bezeichnete Knorpelkrankheiten: Oberarm [Humerus, Ellenbogengelenk]"
77569,M9483,,"Sonstige näher bezeichnete Knorpelkrankheiten: Unterarm [Radius, Ulna, Handgelenk]"
77570,M9484,,"Sonstige näher bezeichnete Knorpelkrankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77571,M9485,,"Sonstige näher bezeichnete Knorpelkrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77572,M9486,,"Sonstige näher bezeichnete Knorpelkrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77573,M9487,,"Sonstige näher bezeichnete Knorpelkrankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77574,M9488,,"Sonstige näher bezeichnete Knorpelkrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77575,M9489,,Sonstige näher bezeichnete Knorpelkrankheiten: Nicht näher bezeichnete Lokalisation
77576,M9490,,"Knorpelkrankheit, nicht näher bezeichnet: Mehrere Lokalisationen"
77577,M9491,,"Knorpelkrankheit, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
77578,M9492,,"Knorpelkrankheit, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
77579,M9493,,"Knorpelkrankheit, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
77580,M9494,,"Knorpelkrankheit, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
77581,M9495,,"Knorpelkrankheit, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
77582,M9496,,"Knorpelkrankheit, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
77583,M9497,,"Knorpelkrankheit, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
77584,M9498,,"Knorpelkrankheit, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
77585,M9499,,"Knorpelkrankheit, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
77586,M95,,Sonstige erworbene Deformitäten des Muskel-Skelett-Systems und des Bindegewebes
77587,M951,,Blumenkohlohr
77588,M96,,"Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert"
77589,M966,,"Knochenfraktur nach Einsetzen eines orthopädischen Implantates, einer Gelenkprothese oder einer Knochenplatte"
77590,M968,,Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen
77591,M9680,,Elektiv offen belassenes Sternum nach thoraxchirurgischem Eingriff
77592,M9688,,Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen
77593,M969,,"Krankheit des Muskel-Skelett-Systems nach medizinischen Maßnahmen, nicht näher bezeichnet"
77594,M99,,"Biomechanische Funktionsstörungen, anderenorts nicht klassifiziert"
77595,M990,,Segmentale und somatische Funktionsstörungen
77596,M991,,Subluxation (der Wirbelsäule)
77597,M992,,Subluxationsstenose des Spinalkanals
77598,M993,,Knöcherne Stenose des Spinalkanals
77599,M994,,Bindegewebige Stenose des Spinalkanals
77600,M995,,Stenose des Spinalkanals durch Bandscheiben
77601,M996,,"Stenose der Foramina intervertebralia, knöchern oder durch Subluxation"
77602,M997,,"Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben"
77603,M998,,Sonstige biomechanische Funktionsstörungen
77604,M9990,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Kopfbereich [okzipitozervikal]"
77605,M9991,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Zervikalbereich [zervikothorakal]"
77606,M9992,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Thorakalbereich [thorakolumbal]"
77607,M9993,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Lumbalbereich [lumbosakral]"
77608,M9994,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Sakralbereich [sakrokokzygeal, sakroiliakal]"
77609,M9995,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Beckenbereich [Hüft- oder Schambeinregion]"
77610,M9996,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Untere Extremität"
77611,M9997,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Obere Extremität [akromioklavikular, sternoklavikular]"
77612,M9998,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Brustkorb [kostochondral, kostovertebral, sternochondral]"
77613,M9999,,"Biomechanische Funktionsstörung, nicht näher bezeichnet: Abdomen und sonstige Lokalisationen"
77614,N00,,Akutes nephritisches Syndrom
77615,N01,,Rapid-progressives nephritisches Syndrom
77616,N02,,Rezidivierende und persistierende Hämaturie
77617,N03,,Chronisches nephritisches Syndrom
77618,N04,,Nephrotisches Syndrom
77619,N05,,Nicht näher bezeichnetes nephritisches Syndrom
77620,N06,,Isolierte Proteinurie mit Angabe morphologischer Veränderungen
77621,N07,,"Hereditäre Nephropathie, anderenorts nicht klassifiziert"
77622,N080,,Glomeruläre Krankheiten bei anderenorts klassifizierten infektiösen und parasitären Krankheiten
77623,N081,,Glomeruläre Krankheiten bei Neubildungen
77624,N082,,Glomeruläre Krankheiten bei Blutkrankheiten und Störungen mit Beteiligung des Immunsystems
77625,N083,,Glomeruläre Krankheiten bei Diabetes mellitus
77626,N084,,"Glomeruläre Krankheiten bei sonstigen endokrinen, Ernährungs- und Stoffwechselkrankheiten"
77627,N085,,Glomeruläre Krankheiten bei Systemkrankheiten des Bindegewebes
77628,N088,,Glomeruläre Krankheiten bei sonstigen anderenorts klassifizierten Krankheiten
77629,N11,,Chronische tubulointerstitielle Nephritis
77630,N13,,Obstruktive Uropathie und Refluxuropathie
77631,N133,,Sonstige und nicht näher bezeichnete Hydronephrose
77632,N137,,Uropathie in Zusammenhang mit vesikoureteralem Reflux
77633,N14,,Arzneimittel- und schwermetallinduzierte tubulointerstitielle und tubuläre Krankheitszustände
77634,N15,,Sonstige tubulointerstitielle Nierenkrankheiten
77635,N1510,,Nierenabszess
77636,N1511,,Perinephritischer Abszess
77637,N160,,Tubulointerstitielle Nierenkrankheiten bei anderenorts klassifizierten infektiösen und parasitären Krankheiten
77638,N161,,Tubulointerstitielle Nierenkrankheiten bei Neubildungen
77639,N162,,Tubulointerstitielle Nierenkrankheiten bei Blutkrankheiten und Störungen mit Beteiligung des Immunsystems
77640,N163,,Tubulointerstitielle Nierenkrankheiten bei Stoffwechselkrankheiten
77641,N164,,Tubulointerstitielle Nierenkrankheiten bei systemischen Krankheiten des Bindegewebes
77642,N165,,Tubulointerstitielle Nierenkrankheiten bei Transplantatabstoßung
77643,N168,,Tubulointerstitielle Nierenkrankheiten bei sonstigen anderenorts klassifizierten Krankheiten
77644,N17,,Akutes Nierenversagen
77645,N1701,,Akutes Nierenversagen mit Tubulusnekrose: Stadium 1
77646,N1702,,Akutes Nierenversagen mit Tubulusnekrose: Stadium 2
77647,N1703,,Akutes Nierenversagen mit Tubulusnekrose: Stadium 3
77648,N1709,,Akutes Nierenversagen mit Tubulusnekrose: Stadium nicht näher bezeichnet
77649,N1711,,Akutes Nierenversagen mit akuter Rindennekrose: Stadium 1
77650,N1712,,Akutes Nierenversagen mit akuter Rindennekrose: Stadium 2
77651,N1713,,Akutes Nierenversagen mit akuter Rindennekrose: Stadium 3
77652,N1719,,Akutes Nierenversagen mit akuter Rindennekrose: Stadium nicht näher bezeichnet
77653,N1721,,Akutes Nierenversagen mit Marknekrose: Stadium 1
