,icd_code,icd_code_desc_de
7595,M2559,Gelenkschmerz: Nicht näher bezeichnete Lokalisation
7596,M256,"Gelenksteife, anderenorts nicht klassifiziert"
7597,M2560,"Gelenksteife, anderenorts nicht klassifiziert: Mehrere Lokalisationen"
7598,M2561,"Gelenksteife, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7599,M2562,"Gelenksteife, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk]"
7600,M2563,"Gelenksteife, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk]"
7601,M2564,"Gelenksteife, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7602,M2565,"Gelenksteife, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7603,M2566,"Gelenksteife, anderenorts nicht klassifiziert: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7604,M2567,"Gelenksteife, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7605,M2568,"Gelenksteife, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7606,M2569,"Gelenksteife, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation"
7607,M257,Osteophyt
7608,M2570,Osteophyt: Mehrere Lokalisationen
7609,M2571,"Osteophyt: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7610,M2572,"Osteophyt: Oberarm [Humerus, Ellenbogengelenk]"
7611,M2573,"Osteophyt: Unterarm [Radius, Ulna, Handgelenk]"
7612,M2574,"Osteophyt: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7613,M2575,"Osteophyt: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7614,M2576,"Osteophyt: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7615,M2577,"Osteophyt: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7616,M2578,"Osteophyt: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7617,M2579,Osteophyt: Nicht näher bezeichnete Lokalisation
7618,M258,Sonstige näher bezeichnete Gelenkkrankheiten
7619,M2580,Sonstige näher bezeichnete Gelenkkrankheiten: Mehrere Lokalisationen
7620,M2581,"Sonstige näher bezeichnete Gelenkkrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7621,M2582,"Sonstige näher bezeichnete Gelenkkrankheiten: Oberarm [Humerus, Ellenbogengelenk]"
7622,M2583,"Sonstige näher bezeichnete Gelenkkrankheiten: Unterarm [Radius, Ulna, Handgelenk]"
7623,M2584,"Sonstige näher bezeichnete Gelenkkrankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7624,M2585,"Sonstige näher bezeichnete Gelenkkrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7625,M2586,"Sonstige näher bezeichnete Gelenkkrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7626,M2587,"Sonstige näher bezeichnete Gelenkkrankheiten: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7627,M2588,"Sonstige näher bezeichnete Gelenkkrankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7628,M2589,Sonstige näher bezeichnete Gelenkkrankheiten: Nicht näher bezeichnete Lokalisation
7629,M259,"Gelenkkrankheit, nicht näher bezeichnet"
7630,M2590,"Gelenkkrankheit, nicht näher bezeichnet: Mehrere Lokalisationen"
7631,M2591,"Gelenkkrankheit, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]"
7632,M2592,"Gelenkkrankheit, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]"
7633,M2593,"Gelenkkrankheit, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]"
7634,M2594,"Gelenkkrankheit, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]"
7635,M2595,"Gelenkkrankheit, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]"
7636,M2596,"Gelenkkrankheit, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]"
7637,M2597,"Gelenkkrankheit, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]"
7638,M2598,"Gelenkkrankheit, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]"
7639,M2599,"Gelenkkrankheit, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
7640,M30,Panarteriitis nodosa und verwandte Zustände
7641,M300,Panarteriitis nodosa
7642,M301,Panarteriitis mit Lungenbeteiligung
7643,M302,Juvenile Panarteriitis
7644,M303,Mukokutanes Lymphknotensyndrom [Kawasaki-Krankheit]
7645,M308,Sonstige mit Panarteriitis nodosa verwandte Zustände
7646,M31,Sonstige nekrotisierende Vaskulopathien
7647,M310,Hypersensitivitätsangiitis
7648,M311,Thrombotische Mikroangiopathie
7649,M313,Wegener-Granulomatose
7650,M314,Aortenbogen-Syndrom [Takayasu-Syndrom]
7651,M315,Riesenzellarteriitis bei Polymyalgia rheumatica
7652,M316,Sonstige Riesenzellarteriitis
7653,M317,Mikroskopische Polyangiitis
7654,M318,Sonstige näher bezeichnete nekrotisierende Vaskulopathien
7655,M319,"Nekrotisierende Vaskulopathie, nicht näher bezeichnet"
7656,M32,Systemischer Lupus erythematodes
7657,M320,Arzneimittelinduzierter systemischer Lupus erythematodes
7658,M321,Systemischer Lupus erythematodes mit Beteiligung von Organen oder Organsystemen
7659,M328,Sonstige Formen des systemischen Lupus erythematodes
7660,M329,"Systemischer Lupus erythematodes, nicht näher bezeichnet"
7661,M33,Dermatomyositis-Polymyositis
7662,M330,Juvenile Dermatomyositis
7663,M331,Sonstige Dermatomyositis
7664,M332,Polymyositis
7665,M339,"Dermatomyositis-Polymyositis, nicht näher bezeichnet"
7666,M34,Systemische Sklerose
7667,M340,Progressive systemische Sklerose
7668,M341,CR(E)ST-Syndrom
7669,M342,"Systemische Sklerose, durch Arzneimittel oder chemische Substanzen induziert"
7670,M348,Sonstige Formen der systemischen Sklerose
7671,M349,"Systemische Sklerose, nicht näher bezeichnet"
7672,M35,Sonstige Krankheiten mit Systembeteiligung des Bindegewebes
7673,M350,Sicca-Syndrom [Sjögren-Syndrom]
7674,M351,Sonstige Overlap-Syndrome
7675,M352,Behçet-Krankheit
7676,M353,Polymyalgia rheumatica
7677,M354,Eosinophile Fasziitis
7678,M355,Multifokale Fibrosklerose
7679,M356,Rezidivierende Pannikulitis [Pfeifer-Weber-Christian-Krankheit]
7680,M357,Hypermobilitäts-Syndrom
7681,M358,Sonstige näher bezeichnete Krankheiten mit Systembeteiligung des Bindegewebes
7682,M359,"Krankheit mit Systembeteiligung des Bindegewebes, nicht näher bezeichnet"
7683,M36,Systemkrankheiten des Bindegewebes bei anderenorts klassifizierten Krankheiten
7684,M360,Dermatomyositis-Polymyositis bei Neubildungen
7685,M361,Arthropathie bei Neubildungen
7686,M362,Arthropathia haemophilica
7687,M363,Arthropathie bei sonstigen anderenorts klassifizierten Blutkrankheiten
7688,M364,Arthropathie bei anderenorts klassifizierten Hypersensitivitätsreaktionen
7689,M365,Beteiligung des Bindegewebes bei der chronischer Graft-versus-Host-Krankheit
7690,M3651,Stadium 1 der chronischen Bindegewebe-Graft-versus-Host-Krankheit
7691,M3652,Stadium 2 der chronischen Bindegewebe-Graft-versus-Host-Krankheit
7692,M3653,Stadium 3 der chronischen Bindegewebe-Graft-versus-Host-Krankheit
7693,M368,Systemkrankheiten des Bindegewebes bei sonstigen anderenorts klassifizierten Krankheiten
7694,M40,Kyphose und Lordose
7695,M400,Kyphose als Haltungsstörung
7696,M4000,Kyphose als Haltungsstörung: Mehrere Lokalisationen der Wirbelsäule
7697,M4001,Kyphose als Haltungsstörung: Okzipito-Atlanto-Axialbereich
7698,M4002,Kyphose als Haltungsstörung: Zervikalbereich
7699,M4003,Kyphose als Haltungsstörung: Zervikothorakalbereich
7700,M4004,Kyphose als Haltungsstörung: Thorakalbereich
7701,M4005,Kyphose als Haltungsstörung: Thorakolumbalbereich
7702,M4006,Kyphose als Haltungsstörung: Lumbalbereich
7703,M4007,Kyphose als Haltungsstörung: Lumbosakralbereich
7704,M4008,Kyphose als Haltungsstörung: Sakral- und Sakrokokzygealbereich
7705,M4009,Kyphose als Haltungsstörung: Nicht näher bezeichnete Lokalisation
7706,M401,Sonstige sekundäre Kyphose
7707,M4010,Sonstige sekundäre Kyphose: Mehrere Lokalisationen der Wirbelsäule
7708,M4011,Sonstige sekundäre Kyphose: Okzipito-Atlanto-Axialbereich
7709,M4012,Sonstige sekundäre Kyphose: Zervikalbereich
7710,M4013,Sonstige sekundäre Kyphose: Zervikothorakalbereich
7711,M4014,Sonstige sekundäre Kyphose: Thorakalbereich
7712,M4015,Sonstige sekundäre Kyphose: Thorakolumbalbereich
7713,M4016,Sonstige sekundäre Kyphose: Lumbalbereich
7714,M4017,Sonstige sekundäre Kyphose: Lumbosakralbereich
7715,M4018,Sonstige sekundäre Kyphose: Sakral- und Sakrokokzygealbereich
7716,M4019,Sonstige sekundäre Kyphose: Nicht näher bezeichnete Lokalisation
7717,M402,Sonstige und nicht näher bezeichnete Kyphose
7718,M4020,Sonstige und nicht näher bezeichnete Kyphose: Mehrere Lokalisationen der Wirbelsäule
7719,M4021,Sonstige und nicht näher bezeichnete Kyphose: Okzipito-Atlanto-Axialbereich
7720,M4022,Sonstige und nicht näher bezeichnete Kyphose: Zervikalbereich
7721,M4023,Sonstige und nicht näher bezeichnete Kyphose: Zervikothorakalbereich
7722,M4024,Sonstige und nicht näher bezeichnete Kyphose: Thorakalbereich
7723,M4025,Sonstige und nicht näher bezeichnete Kyphose: Thorakolumbalbereich
7724,M4026,Sonstige und nicht näher bezeichnete Kyphose: Lumbalbereich
7725,M4027,Sonstige und nicht näher bezeichnete Kyphose: Lumbosakralbereich
7726,M4028,Sonstige und nicht näher bezeichnete Kyphose: Sakral- und Sakrokokzygealbereich
7727,M4029,Sonstige und nicht näher bezeichnete Kyphose: Nicht näher bezeichnete Lokalisation
7728,M403,Flachrücken
7729,M4030,Flachrücken: Mehrere Lokalisationen der Wirbelsäule
7730,M4031,Flachrücken: Okzipito-Atlanto-Axialbereich
7731,M4032,Flachrücken: Zervikalbereich
7732,M4033,Flachrücken: Zervikothorakalbereich
7733,M4034,Flachrücken: Thorakalbereich
7734,M4035,Flachrücken: Thorakolumbalbereich
7735,M4036,Flachrücken: Lumbalbereich
7736,M4037,Flachrücken: Lumbosakralbereich
7737,M4038,Flachrücken: Sakral- und Sakrokokzygealbereich
7738,M4039,Flachrücken: Nicht näher bezeichnete Lokalisation
7739,M404,Sonstige Lordose
7740,M4040,Sonstige Lordose: Mehrere Lokalisationen der Wirbelsäule
7741,M4041,Sonstige Lordose: Okzipito-Atlanto-Axialbereich
7742,M4042,Sonstige Lordose: Zervikalbereich
7743,M4043,Sonstige Lordose: Zervikothorakalbereich
7744,M4044,Sonstige Lordose: Thorakalbereich
7745,M4045,Sonstige Lordose: Thorakolumbalbereich
7746,M4046,Sonstige Lordose: Lumbalbereich
7747,M4047,Sonstige Lordose: Lumbosakralbereich
7748,M4048,Sonstige Lordose: Sakral- und Sakrokokzygealbereich
7749,M4049,Sonstige Lordose: Nicht näher bezeichnete Lokalisation
7750,M405,"Lordose, nicht näher bezeichnet"
7751,M4050,"Lordose, nicht näher bezeichnet: Mehrere Lokalisationen der Wirbelsäule"
7752,M4051,"Lordose, nicht näher bezeichnet: Okzipito-Atlanto-Axialbereich"
7753,M4052,"Lordose, nicht näher bezeichnet: Zervikalbereich"
7754,M4053,"Lordose, nicht näher bezeichnet: Zervikothorakalbereich"
7755,M4054,"Lordose, nicht näher bezeichnet: Thorakalbereich"
7756,M4055,"Lordose, nicht näher bezeichnet: Thorakolumbalbereich"
7757,M4056,"Lordose, nicht näher bezeichnet: Lumbalbereich"
7758,M4057,"Lordose, nicht näher bezeichnet: Lumbosakralbereich"
7759,M4058,"Lordose, nicht näher bezeichnet: Sakral- und Sakrokokzygealbereich"
7760,M4059,"Lordose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
7761,M41,Skoliose
7762,M410,Idiopathische Skoliose beim Kind
7763,M4100,Idiopathische Skoliose beim Kind: Mehrere Lokalisationen der Wirbelsäule
7764,M4101,Idiopathische Skoliose beim Kind: Okzipito-Atlanto-Axialbereich
7765,M4102,Idiopathische Skoliose beim Kind: Zervikalbereich
7766,M4103,Idiopathische Skoliose beim Kind: Zervikothorakalbereich
7767,M4104,Idiopathische Skoliose beim Kind: Thorakalbereich
7768,M4105,Idiopathische Skoliose beim Kind: Thorakolumbalbereich
7769,M4106,Idiopathische Skoliose beim Kind: Lumbalbereich
7770,M4107,Idiopathische Skoliose beim Kind: Lumbosakralbereich
7771,M4108,Idiopathische Skoliose beim Kind: Sakral- und Sakrokokzygealbereich
7772,M4109,Idiopathische Skoliose beim Kind: Nicht näher bezeichnete Lokalisation
7773,M411,Idiopathische Skoliose beim Jugendlichen
7774,M4110,Idiopathische Skoliose beim Jugendlichen: Mehrere Lokalisationen der Wirbelsäule
7775,M4111,Idiopathische Skoliose beim Jugendlichen: Okzipito-Atlanto-Axialbereich
7776,M4112,Idiopathische Skoliose beim Jugendlichen: Zervikalbereich
7777,M4113,Idiopathische Skoliose beim Jugendlichen: Zervikothorakalbereich
7778,M4114,Idiopathische Skoliose beim Jugendlichen: Thorakalbereich
7779,M4115,Idiopathische Skoliose beim Jugendlichen: Thorakolumbalbereich
7780,M4116,Idiopathische Skoliose beim Jugendlichen: Lumbalbereich
7781,M4117,Idiopathische Skoliose beim Jugendlichen: Lumbosakralbereich
7782,M4118,Idiopathische Skoliose beim Jugendlichen: Sakral- und Sakrokokzygealbereich
7783,M4119,Idiopathische Skoliose beim Jugendlichen: Nicht näher bezeichnete Lokalisation
7784,M412,Sonstige idiopathische Skoliose
7785,M4120,Sonstige idiopathische Skoliose: Mehrere Lokalisationen der Wirbelsäule
7786,M4121,Sonstige idiopathische Skoliose: Okzipito-Atlanto-Axialbereich
7787,M4122,Sonstige idiopathische Skoliose: Zervikalbereich
7788,M4123,Sonstige idiopathische Skoliose: Zervikothorakalbereich
7789,M4124,Sonstige idiopathische Skoliose: Thorakalbereich
7790,M4125,Sonstige idiopathische Skoliose: Thorakolumbalbereich
7791,M4126,Sonstige idiopathische Skoliose: Lumbalbereich
7792,M4127,Sonstige idiopathische Skoliose: Lumbosakralbereich
7793,M4128,Sonstige idiopathische Skoliose: Sakral- und Sakrokokzygealbereich
7794,M4129,Sonstige idiopathische Skoliose: Nicht näher bezeichnete Lokalisation
7795,M413,Thoraxbedingte Skoliose
7796,M4130,Thoraxbedingte Skoliose: Mehrere Lokalisationen der Wirbelsäule
7797,M4131,Thoraxbedingte Skoliose: Okzipito-Atlanto-Axialbereich
7798,M4132,Thoraxbedingte Skoliose: Zervikalbereich
7799,M4133,Thoraxbedingte Skoliose: Zervikothorakalbereich
7800,M4134,Thoraxbedingte Skoliose: Thorakalbereich
7801,M4135,Thoraxbedingte Skoliose: Thorakolumbalbereich
7802,M4136,Thoraxbedingte Skoliose: Lumbalbereich
7803,M4137,Thoraxbedingte Skoliose: Lumbosakralbereich
7804,M4138,Thoraxbedingte Skoliose: Sakral- und Sakrokokzygealbereich
7805,M4139,Thoraxbedingte Skoliose: Nicht näher bezeichnete Lokalisation
7806,M414,Neuromyopathische Skoliose
7807,M4140,Neuromyopathische Skoliose: Mehrere Lokalisationen der Wirbelsäule
7808,M4141,Neuromyopathische Skoliose: Okzipito-Atlanto-Axialbereich
7809,M4142,Neuromyopathische Skoliose: Zervikalbereich
7810,M4143,Neuromyopathische Skoliose: Zervikothorakalbereich
7811,M4144,Neuromyopathische Skoliose: Thorakalbereich
7812,M4145,Neuromyopathische Skoliose: Thorakolumbalbereich
7813,M4146,Neuromyopathische Skoliose: Lumbalbereich
7814,M4147,Neuromyopathische Skoliose: Lumbosakralbereich
7815,M4148,Neuromyopathische Skoliose: Sakral- und Sakrokokzygealbereich
7816,M4149,Neuromyopathische Skoliose: Nicht näher bezeichnete Lokalisation
7817,M415,Sonstige sekundäre Skoliose
7818,M4150,Sonstige sekundäre Skoliose: Mehrere Lokalisationen der Wirbelsäule
7819,M4151,Sonstige sekundäre Skoliose: Okzipito-Atlanto-Axialbereich
7820,M4152,Sonstige sekundäre Skoliose: Zervikalbereich
7821,M4153,Sonstige sekundäre Skoliose: Zervikothorakalbereich
7822,M4154,Sonstige sekundäre Skoliose: Thorakalbereich
7823,M4155,Sonstige sekundäre Skoliose: Thorakolumbalbereich
7824,M4156,Sonstige sekundäre Skoliose: Lumbalbereich
7825,M4157,Sonstige sekundäre Skoliose: Lumbosakralbereich
7826,M4158,Sonstige sekundäre Skoliose: Sakral- und Sakrokokzygealbereich
7827,M4159,Sonstige sekundäre Skoliose: Nicht näher bezeichnete Lokalisation
7828,M418,Sonstige Formen der Skoliose
7829,M4180,Sonstige Formen der Skoliose: Mehrere Lokalisationen der Wirbelsäule
7830,M4181,Sonstige Formen der Skoliose: Okzipito-Atlanto-Axialbereich
7831,M4182,Sonstige Formen der Skoliose: Zervikalbereich
7832,M4183,Sonstige Formen der Skoliose: Zervikothorakalbereich
7833,M4184,Sonstige Formen der Skoliose: Thorakalbereich
7834,M4185,Sonstige Formen der Skoliose: Thorakolumbalbereich
7835,M4186,Sonstige Formen der Skoliose: Lumbalbereich
7836,M4187,Sonstige Formen der Skoliose: Lumbosakralbereich
7837,M4188,Sonstige Formen der Skoliose: Sakral- und Sakrokokzygealbereich
7838,M4189,Sonstige Formen der Skoliose: Nicht näher bezeichnete Lokalisation
7839,M419,"Skoliose, nicht näher bezeichnet"
7840,M4190,"Skoliose, nicht näher bezeichnet: Mehrere Lokalisationen der Wirbelsäule"
7841,M4191,"Skoliose, nicht näher bezeichnet: Okzipito-Atlanto-Axialbereich"
7842,M4192,"Skoliose, nicht näher bezeichnet: Zervikalbereich"
7843,M4193,"Skoliose, nicht näher bezeichnet: Zervikothorakalbereich"
7844,M4194,"Skoliose, nicht näher bezeichnet: Thorakalbereich"
7845,M4195,"Skoliose, nicht näher bezeichnet: Thorakolumbalbereich"
7846,M4196,"Skoliose, nicht näher bezeichnet: Lumbalbereich"
7847,M4197,"Skoliose, nicht näher bezeichnet: Lumbosakralbereich"
7848,M4198,"Skoliose, nicht näher bezeichnet: Sakral- und Sakrokokzygealbereich"
7849,M4199,"Skoliose, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation"
7850,M42,Osteochondrose der Wirbelsäule
7851,M420,Juvenile Osteochondrose der Wirbelsäule
7852,M4200,Juvenile Osteochondrose der Wirbelsäule: Mehrere Lokalisationen der Wirbelsäule
7853,M4201,Juvenile Osteochondrose der Wirbelsäule: Okzipito-Atlanto-Axialbereich
7854,M4202,Juvenile Osteochondrose der Wirbelsäule: Zervikalbereich
7855,M4203,Juvenile Osteochondrose der Wirbelsäule: Zervikothorakalbereich
7856,M4204,Juvenile Osteochondrose der Wirbelsäule: Thorakalbereich
7857,M4205,Juvenile Osteochondrose der Wirbelsäule: Thorakolumbalbereich
7858,M4206,Juvenile Osteochondrose der Wirbelsäule: Lumbalbereich
7859,M4207,Juvenile Osteochondrose der Wirbelsäule: Lumbosakralbereich
7860,M4208,Juvenile Osteochondrose der Wirbelsäule: Sakral- und Sakrokokzygealbereich
7861,M4209,Juvenile Osteochondrose der Wirbelsäule: Nicht näher bezeichnete Lokalisation
7862,M421,Osteochondrose der Wirbelsäule beim Erwachsenen
7863,M4210,Osteochondrose der Wirbelsäule beim Erwachsenen: Mehrere Lokalisationen der Wirbelsäule
7864,M4211,Osteochondrose der Wirbelsäule beim Erwachsenen: Okzipito-Atlanto-Axialbereich
7865,M4212,Osteochondrose der Wirbelsäule beim Erwachsenen: Zervikalbereich
7866,M4213,Osteochondrose der Wirbelsäule beim Erwachsenen: Zervikothorakalbereich
7867,M4214,Osteochondrose der Wirbelsäule beim Erwachsenen: Thorakalbereich
7868,M4215,Osteochondrose der Wirbelsäule beim Erwachsenen: Thorakolumbalbereich
7869,M4216,Osteochondrose der Wirbelsäule beim Erwachsenen: Lumbalbereich
7870,M4217,Osteochondrose der Wirbelsäule beim Erwachsenen: Lumbosakralbereich
7871,M4218,Osteochondrose der Wirbelsäule beim Erwachsenen: Sakral- und Sakrokokzygealbereich
7872,M4219,Osteochondrose der Wirbelsäule beim Erwachsenen: Nicht näher bezeichnete Lokalisation
7873,M429,"Osteochondrose der Wirbelsäule, nicht näher bezeichnet"
7874,M4290,"Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Mehrere Lokalisationen der Wirbelsäule"
7875,M4291,"Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Okzipito-Atlanto-Axialbereich"
7876,M4292,"Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Zervikalbereich"
7877,M4293,"Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Zervikothorakalbereich"
7878,M4294,"Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Thorakalbereich"
